experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	2	C01	PIAS2	6490	LW	2	4	NULL	4742
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	2	D01	empty_AD	0	LW	2	4	NULL	10888
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	3	E01	PIAS2	6490	LW	2	4	NULL	15523
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	3	F01	empty_AD	0	LW	2	4	NULL	12748
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	4	G01	PIAS2	6490	LW	2	4	NULL	10647
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	4	H01	empty_AD	0	LW	2	4	NULL	7700
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	1	A02	PIAS2	6490	LW	2	4	NULL	13394
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	1	B02	KRT33B	6802	LW	2	4	NULL	16449
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	1	C02	POLR2G	71987	LW	2	4	NULL	18607
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	1	D02	empty_AD	0	LW	2	4	NULL	12403
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	2	E02	PIAS2	6490	LW	2	4	NULL	17407
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	2	F02	KRT33B	6802	LW	2	4	NULL	12514
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	2	G02	POLR2G	71987	LW	2	4	NULL	21
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	2	H02	empty_AD	0	LW	2	4	NULL	13601
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	3	A03	PIAS2	6490	LW	2	4	NULL	17668
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	3	B03	KRT33B	6802	LW	2	4	NULL	21046
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	3	C03	POLR2G	71987	LW	2	3	NULL	17991
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	3	D03	empty_AD	0	LW	2	4	NULL	11038
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	4	E03	PIAS2	6490	LW	2	4	NULL	19812
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	4	F03	KRT33B	6802	LW	2	4	NULL	18873
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	4	G03	POLR2G	71987	LW	2	4	NULL	5
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	4	H03	empty_AD	0	LW	2	4	NULL	18200
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	5	A04	PIAS2	6490	LW	2	4	NULL	28320
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	5	B04	KRT33B	6802	LW	2	4	NULL	21215
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	5	C04	POLR2G	71987	LW	2	3	NULL	16472
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	DES	12573	5	D04	empty_AD	0	LW	2	4	NULL	19313
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	1	E04	HBA1	2794	LW	2	4	NULL	58120
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	1	F04	empty_AD	0	LW	2	4	NULL	39367
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	2	G04	HBA1	2794	LW	2	4	NULL	48892
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	2	H04	empty_AD	0	LW	2	4	NULL	43661
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	3	A05	HBA1	2794	LW	2	4	NULL	47181
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	3	B05	empty_AD	0	LW	2	4	NULL	42523
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	4	C05	HBA1	2794	LW	2	4	NULL	67322
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	HBB	5808	4	D05	empty_AD	0	LW	2	4	NULL	61328
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	1	A01	PIAS2	6490	3AT	3	3	NULL	3
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	1	B01	empty_AD	0	3AT	3	0	NULL	12
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	2	C01	PIAS2	6490	3AT	3	1	NULL	22411
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	2	D01	empty_AD	0	3AT	3	0	NULL	741
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	3	E01	PIAS2	6490	3AT	3	3	NULL	34345
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	3	F01	empty_AD	0	3AT	3	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	4	G01	PIAS2	6490	3AT	3	2	NULL	8699
HsVcPillar2a2	XPKLWH	XPKLWH_sample_04	C_DB	D_AD	CBS	359	4	H01	empty_AD	0	3AT	3	0	NULL	191
